happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption,total_pop,pop_density,age_pop
36,2017,Colombia,Latin America and Caribbean,6.35699987411499,1.07062232494354,0.595027923583984,1.4021829366684,0.477487415075302,0.149014472961426,0.0466687418520451,48131078.0,42.83317151484355,29.371497475592
37,2017,Saudi Arabia,Middle East and Northern Africa,6.3439998626709,1.53062355518341,0.590148329734802,1.28667759895325,0.449750572443008,0.147616013884544,0.27343225479126,30782402.0,14.31946094553168,28.1095091102864
38,2017,Trinidad and Tobago,Latin America and Caribbean,6.16800022125244,1.36135590076447,0.519983291625977,1.3802285194397,0.518630743026733,0.325296461582184,0.0089648161083459,1445260.5,281.72719298245613,33.9303242081174
39,2017,Kuwait,Middle East and Northern Africa,6.10500001907349,1.63295245170593,0.632105708122253,1.25969874858856,0.496337592601776,0.228289797902107,0.215159550309181,4154684.500000001,233.17344819845104,34.5691679667121
40,2017,Slovakia,Central and Eastern Europe,6.09800004959106,1.32539355754852,0.712732911109924,1.50505924224854,0.295817464590073,0.136544480919838,0.0242108516395092,5435700.5,110.85800379336364,39.005332301783
41,2017,Bahrain,Middle East and Northern Africa,6.08699989318848,1.48841226100922,0.653133034706116,1.32311046123505,0.536746919155121,0.172668486833572,0.257042169570923,1481995.0,1892.7139208173692,30.3483936223534
42,2017,Malaysia,Southeastern Asia,6.08400011062622,1.29121541976929,0.618784427642822,1.28464603424072,0.402264982461929,0.416608929634094,0.0656007081270218,32355644.5,98.48012326890884,27.4661120172302
43,2017,Nicaragua,Latin America and Caribbean,6.07100009918213,0.737299203872681,0.653095960617065,1.28721570968628,0.447551846504211,0.301674216985703,0.130687981843948,6316231.5,52.48655060661459,23.315282723371
44,2017,Ecuador,Latin America and Caribbean,6.00799989700317,1.00082039833069,0.685636222362518,1.28616881370544,0.4551981985569,0.150112465023994,0.140134647488594,16759519.499999998,67.4807517313577,26.09278760101
45,2017,El Salvador,Latin America and Caribbean,6.00299978256226,0.909784495830536,0.596018552780151,1.18212509155273,0.432452529668808,0.0782579854130745,0.0899809598922729,6213533.5,299.88096042471045,24.5159614466801
46,2017,Poland,Central and Eastern Europe,5.97300004959106,1.29178786277771,0.699475347995758,1.44571197032928,0.520342111587524,0.158465966582298,0.0593078061938286,38254958.5,124.93699582617556,39.0338255818543
47,2017,Uzbekistan,Central and Eastern Europe,5.97100019454956,0.786441087722778,0.498272627592087,1.54896914958954,0.658248662948608,0.415983647108078,0.246528223156929,31819177.5,74.79825458392102,25.8209824154127
48,2017,Italy,Western Europe,5.96400022506714,1.39506661891937,0.853144347667694,1.44492328166962,0.256450712680817,0.17278964817524,0.0280280914157629,60390318.0,204.0385775825661,45.1765132040652
49,2017,Russia,Central and Eastern Europe,5.96299982070923,1.28177809715271,0.547349333763123,1.46928238868713,0.373783111572266,0.0522638224065304,0.0329628810286522,146186799.0,8.927074481912706,37.9538583157729
50,2017,Belize,Latin America and Caribbean,5.95599985122681,0.907975316047668,0.450191766023636,1.08141779899597,0.547509372234344,0.240015640854836,0.0965810716152191,373201.5,16.361310828583953,23.5338060795464
51,2017,Japan,Eastern Asia,5.92000007629395,1.41691517829895,0.913475871086121,1.43633782863617,0.505625545978546,0.12057276815176,0.163760736584663,127064690.0,337.1990372163132,46.5353961418369
52,2017,Lithuania,Central and Eastern Europe,5.90199995040894,1.31458234786987,0.62894994020462,1.47351610660553,0.234231784939766,0.010164656676352,0.0118656428530812,2829312.5,45.181528560706475,42.6762104390763
53,2017,Algeria,Middle East and Northern Africa,5.87200021743774,1.09186446666718,0.617584645748138,1.1462174654007,0.233335807919502,0.0694366469979286,0.146096110343933,41689299.0,17.5037153509619,27.0239079376433
54,2017,Latvia,Central and Eastern Europe,5.84999990463257,1.26074862480164,0.638566970825195,1.40471494197845,0.325707912445068,0.153074786067009,0.0738427266478539,1942594.0,31.21786362832854,42.251382620595
55,2017,"Korea, Republic of",Eastern Asia,5.83799982070923,1.40167844295502,0.900214076042175,1.12827444076538,0.257921665906906,0.206674367189407,0.0632826685905457,51486270.5,520.3629412894293,41.0507706822567
56,2017,"Moldova, Republic of",Central and Eastern Europe,5.83799982070923,0.728870630264282,0.589465200901031,1.25182557106018,0.240729048848152,0.208779126405716,0.0100912861526012,3193497.5,97.11992883644548,35.7669151564298
57,2017,Romania,Central and Eastern Europe,5.82499980926514,1.21768391132355,0.685158312320709,1.15009129047394,0.457003742456436,0.133519917726517,0.00438790069893,19689401.5,85.57781559136981,40.9587737174631
58,2017,"Bolivia, Plurinational State of",Latin America and Caribbean,5.82299995422363,0.833756566047668,0.473630249500275,1.22761905193329,0.558732926845551,0.22556072473526,0.0604777261614799,11344587.5,10.472278147174782,23.2732375047417
59,2017,Turkmenistan,Central and Eastern Europe,5.82200002670288,1.13077676296234,0.437726080417633,1.49314916133881,0.41827192902565,0.24992498755455,0.259270340204239,6507061.0,13.84687293852276,24.6783134542687
60,2017,Kazakhstan,Central and Eastern Europe,5.81899976730347,1.28455626964569,0.606041550636292,1.38436901569366,0.437454283237457,0.201964423060417,0.119282886385918,18651931.0,6.908890247064488,28.6753819779109
61,2017,North Cyprus,Western Europe,5.80999994277954,1.3469113111496,0.834647238254547,1.18630337715149,0.471203625202179,0.266845703125,0.155353352427483,1254275.5,135.74410173160177,35.320211094484
62,2017,Slovenia,Central and Eastern Europe,5.75799989700317,1.3412059545517,0.790828227996826,1.45251882076263,0.572575807571411,0.242649093270302,0.0451289787888527,2062410.0,102.41384447313536,42.5683797043515
63,2017,Peru,Latin America and Caribbean,5.71500015258789,1.03522527217865,0.630166113376617,1.21877038478851,0.450002878904343,0.126819714903831,0.0470490865409374,31324636.5,24.47072813857819,27.6118695951407
64,2017,Mauritius,Sub-Saharan Africa,5.62900018692017,1.18939554691315,0.638007462024689,1.20956099033356,0.491247326135635,0.360933750867844,0.0421815551817417,1290655.0,635.7906403940887,34.8504851028235
65,2017,Cyprus,Western Europe,5.62099981307983,1.35593807697296,0.84471470117569,1.13136327266693,0.355111539363861,0.271254301071167,0.0412379764020443,1254275.5,135.74410173160177,35.320211094484
66,2017,Estonia,Central and Eastern Europe,5.61100006103516,1.32087934017181,0.695168316364288,1.47667109966278,0.479131430387497,0.0988908112049103,0.183248922228813,1317424.5,30.309310725624627,40.8797465888966
67,2017,Belarus,Central and Eastern Europe,5.56899976730347,1.15655755996704,0.637714266777039,1.44494521617889,0.295400261878967,0.15513750910759,0.156313821673393,9495789.5,46.79803607510719,38.8151643976998
68,2017,Libya,Middle East and Northern Africa,5.52500009536743,1.10180306434631,0.520169019699097,1.35756433010101,0.465733230113983,0.152073666453362,0.0926102101802826,6738769.5,4.020270576626389,25.7907477361893
69,2017,Turkey,Middle East and Northern Africa,5.5,1.19827437400818,0.637605607509613,1.33775317668915,0.300740599632263,0.0466930419206619,0.0996715798974037,83083662.0,107.95638016434424,30.1522920466675
70,2017,Paraguay,Latin America and Caribbean,5.49300003051758,0.932537317276001,0.579250693321228,1.50728487968445,0.473507791757584,0.224150657653809,0.091065913438797,6338660.5,15.67179321717932,24.5660724060098
71,2017,Hong Kong,Eastern Asia,5.47200012207031,1.55167484283447,0.943062424659729,1.26279091835022,0.490968644618988,0.374465793371201,0.293933749198914,7444891.5,6774.241583257507,42.6619741855436
72,2017,Philippines,Southeastern Asia,5.42999982833862,0.85769921541214,0.468009054660797,1.25391757488251,0.585214674472809,0.193513423204422,0.0993318930268288,108119693.5,360.39897833333333,22.9542209028972
73,2017,Serbia,Central and Eastern Europe,5.39499998092651,1.06931757926941,0.65078467130661,1.25818979740143,0.208715528249741,0.220125883817673,0.0409037806093693,7073506.5,92.17976569015846,42.7085269138229
74,2017,Jordan,Middle East and Northern Africa,5.33599996566772,0.991012394428253,0.604590058326721,1.23908889293671,0.418421149253845,0.172170460224152,0.11980327218771,10234226.0,115.25808050093477,22.1822497498373
75,2017,Hungary,Central and Eastern Europe,5.32399988174438,1.2860119342804,0.687763452529907,1.34313309192657,0.175863519310951,0.0784016624093056,0.0366369374096394,9785604.5,108.0923947862587,41.4225838378764
76,2017,Jamaica,Latin America and Caribbean,5.31099987030029,0.925579309463501,0.641022384166718,1.36821806430817,0.474307239055634,0.233818337321281,0.0552677810192108,2815763.5,259.9966297322253,28.7585405124336
77,2017,Croatia,Central and Eastern Europe,5.29300022125244,1.22255623340607,0.701288521289825,0.96798300743103,0.255772292613983,0.248002976179123,0.0431031100451946,4079200.0,72.97838843566623,43.1692804194537
78,2017,Kosovo,Central and Eastern Europe,5.27899980545044,0.951484382152557,0.541452050209045,1.13785350322723,0.260287940502167,0.319931447505951,0.0574716180562973,1768119.0,162.13837689133425,28.2174397746987
79,2017,China,Eastern Asia,5.27299976348877,1.08116579055786,0.741415500640869,1.16083741188049,0.472787708044052,0.0288068410009146,0.0227942746132612,1412354727.0,147.1202840625,36.2787778137329
80,2017,Pakistan,Southern Asia,5.26900005340576,0.72688353061676,0.402047783136368,0.672690689563751,0.23521526157856,0.315446019172668,0.124348066747189,223273967.5,289.63517992424244,19.3998460661257
81,2017,Indonesia,Southeastern Asia,5.26200008392334,0.995538592338562,0.492345720529556,1.27444469928741,0.443323463201523,0.611704587936401,0.0153171354904771,267346658.0,139.90387826666688,28.3590389500652
82,2017,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,5.25,1.12843120098114,0.617144227027893,1.43133759498596,0.153997123241425,0.0650196298956871,0.0644911229610443,30565323.5,33.35205440588361,27.0062043066811
83,2017,Montenegro,Central and Eastern Europe,5.23699998855591,1.12112903594971,0.667464673519135,1.23837649822235,0.194989055395126,0.197911024093628,0.0881741940975189,620113.5,44.89672024326673,37.5600906577624
84,2017,Morocco,Middle East and Northern Africa,5.2350001335144,0.878114581108093,0.59771066904068,0.774864435195923,0.408158332109451,0.0322099551558495,0.0877631828188896,35446392.0,79.42279184405109,27.1260284800506
85,2017,Azerbaijan,Central and Eastern Europe,5.23400020599365,1.15360176563263,0.540775775909424,1.15240025520325,0.398155838251114,0.0452693402767181,0.180987507104874,9968509.5,120.59945195867309,30.0671474189926
86,2017,Dominican Republic,Latin America and Caribbean,5.23000001907349,1.07937383651733,0.574873745441437,1.40241670608521,0.55258983373642,0.186967849731445,0.113945253193378,10666843.0,220.79532611620544,25.7623057984384
87,2017,Greece,Western Europe,5.22700023651123,1.28948748111725,0.810198903083801,1.23941457271576,0.0957312509417534,0.0,0.04328977689147,10753533.5,82.20098990979973,43.393019891368
88,2017,Lebanon,Middle East and Northern Africa,5.22499990463257,1.07498753070831,0.735081076622009,1.12962424755096,0.288515985012054,0.264450758695602,0.037513829767704,6160128.0,602.1630498533724,28.4142900871633
89,2017,Portugal,Western Europe,5.19500017166138,1.3151752948761,0.795843541622162,1.36704301834106,0.498465299606323,0.0951027125120163,0.0158694516867399,10330844.0,112.31009403707128,43.7347063579094
90,2017,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016021729,0.982409417629242,0.705186307430267,1.0693359375,0.204403176903725,0.328867495059967,0.0,3428682.5,66.97037912377678,42.244548285594
91,2017,Honduras,Latin America and Caribbean,5.18100023269653,0.730573117733002,0.582569479942322,1.14394497871399,0.348079860210419,0.236188873648643,0.0733454525470734,9588136.5,87.90487650585841,21.5750061023631
92,2017,Macedonia,Central and Eastern Europe,5.17500019073486,1.06457793712616,0.644948184490204,1.20789301395416,0.325905978679657,0.25376096367836,0.0602777935564518,1940878.5,77.90625376309558,37.8324095459665
93,2017,Somalia,Sub-Saharan Africa,5.15100002288818,0.0226431842893362,0.113989137113094,0.721151351928711,0.602126955986023,0.291631311178207,0.282410323619843,14916629.5,23.777583925781872,15.0908854817692
94,2017,Viet Nam,Southeastern Asia,5.07399988174438,0.788547575473785,0.652168989181519,1.27749133110046,0.571055591106415,0.234968051314354,0.0876332372426987,95176977.0,303.68297336706985,29.8189993786334
95,2017,Nigeria,Sub-Saharan Africa,5.07399988174438,0.783756256103516,0.0569157302379608,1.21577048301697,0.394952565431595,0.230947196483612,0.0261215660721064,200254578.5,219.8739292027625,16.801225866251
96,2017,Tajikistan,Central and Eastern Europe,5.04099988937378,0.524713635444641,0.529235124588013,1.27146327495575,0.471566706895828,0.248997643589973,0.146377146244049,9085946.0,63.493682739343114,20.9975433799672
97,2017,Bhutan,Southern Asia,5.01100015640259,0.885416388511658,0.495879292488098,1.34012651443481,0.501537680625916,0.474054545164108,0.173380389809608,754334.5,19.647197478772725,25.879614763085
98,2017,Kyrgyzstan,Central and Eastern Europe,5.00400018692017,0.596220076084137,0.553457796573639,1.39423859119415,0.454943388700485,0.42858037352562,0.0394391790032387,6220149.5,32.43039363920751,24.223907421803
99,2017,Nepal,Southern Asia,4.96199989318848,0.479820191860199,0.504130780696869,1.17928326129913,0.440305948257446,0.394096165895462,0.0729755461215973,28011258.0,190.318437841841,21.794498191814
100,2017,Mongolia,Eastern Asia,4.95499992370605,1.02723586559296,0.557783484458923,1.4930112361908,0.394143968820572,0.338464230298996,0.0329022891819477,3104364.0,1.9932210180543848,26.0944280750719
101,2017,South Africa,Sub-Saharan Africa,4.8289999961853,1.05469870567322,0.187080070376396,1.38478863239288,0.479246735572815,0.139362379908562,0.0725094974040985,57635162.0,47.210475314401144,26.0588928655131
102,2017,Tunisia,Middle East and Northern Africa,4.80499982833862,1.00726580619812,0.613212049007416,0.868351459503174,0.289680689573288,0.0496933571994305,0.0867231488227844,11650498.5,74.95656243968345,30.0626915140858
103,2017,Palestinian Territories,Middle East and Northern Africa,4.77500009536743,0.716249227523804,0.565666973590851,1.15564715862274,0.25471106171608,0.114173173904419,0.0892826020717621,4742742.5,787.8309800664451,18.9380822385349
104,2017,Egypt,Middle East and Northern Africa,4.7350001335144,0.989701807498932,0.520187258720398,0.997471392154694,0.282110154628754,0.128631442785263,0.114381365478039,103696057.5,104.17003114169472,23.0483048720457
105,2017,Bulgaria,Central and Eastern Europe,4.71400022506714,1.1614590883255,0.708217680454254,1.43437945842743,0.289231717586517,0.113177694380283,0.0110515309497714,7075635.5,65.27579892246946,43.0095323007045
106,2017,Sierra Leone,Sub-Saharan Africa,4.70900011062622,0.36842092871666,0.0055647538974881,0.984136044979095,0.318697690963745,0.293040901422501,0.0710951760411263,7379299.0,102.86170894898244,18.0103435592755
107,2017,Cameroon,Sub-Saharan Africa,4.69500017166138,0.564305365085602,0.132892116904259,0.946018218994141,0.430388748645782,0.236298456788063,0.0513066314160824,24128601.0,51.7725587383328,17.2838419736876
108,2017,"Iran, Islamic Republic of",Middle East and Northern Africa,4.69199991226196,1.15687310695648,0.639333188533783,0.711551249027252,0.249322608113289,0.387242913246155,0.048761073499918,85026754.0,52.20368626247122,29.7361864555113
109,2017,Albania,Central and Eastern Europe,4.64400005340576,0.996192753314972,0.731159746646881,0.803685247898102,0.381498634815216,0.201312944293022,0.0398642159998417,2898242.5,105.78299510913206,33.9122376395787
110,2017,Bangladesh,Southern Asia,4.60799980163574,0.586682975292206,0.533241033554077,0.735131740570068,0.478356659412384,0.172255352139473,0.123717859387398,162186146.5,1245.9564146884843,24.0227328054171
111,2017,Namibia,Sub-Saharan Africa,4.57399988174438,0.964434325695038,0.33861181139946,1.0984708070755,0.520303547382355,0.0771337449550629,0.0931469723582268,2506853.0,3.044920987744294,20.6122865976802
112,2017,Kenya,Sub-Saharan Africa,4.55299997329712,0.560479462146759,0.309988349676132,1.06795072555542,0.452763766050339,0.444860309362411,0.0646413192152977,49197765.5,84.71739867889958,18.0561750338388
113,2017,Mozambique,Sub-Saharan Africa,4.55000019073486,0.234305649995804,0.106654435396194,0.870701014995575,0.480791091918945,0.322228103876114,0.179436385631561,28166393.5,35.8177897454157,15.9489894345637
114,2017,Myanmar,Southeastern Asia,4.54500007629395,0.367110550403595,0.397522568702698,1.12323594093323,0.514492034912109,0.838075160980225,0.188816204667091,51894938.0,79.43629628495768,27.900584162573
115,2017,Senegal,Sub-Saharan Africa,4.53499984741211,0.479309022426605,0.409362852573395,1.17969191074371,0.377922266721725,0.183468893170357,0.115460447967052,15475001.5,80.37709188178465,17.7831500679019
116,2017,Zambia,Sub-Saharan Africa,4.51399993896484,0.636406779289246,0.257835894823074,1.00318729877472,0.461603492498398,0.249580144882202,0.0782135501503944,17441319.5,23.461869947134076,16.4261261662067
117,2017,Iraq,Middle East and Northern Africa,4.49700021743774,1.10271048545837,0.501180469989777,0.978613197803497,0.288555532693863,0.19963726401329,0.107215754687786,39337353.5,90.6123389875797,18.8848828130078
118,2017,Gabon,Sub-Saharan Africa,4.46500015258789,1.1982102394104,0.356578588485718,1.1556202173233,0.312328577041626,0.0437853783369064,0.0760467872023582,2156900.0,8.370784336554507,21.405793081173
119,2017,Ethiopia,Sub-Saharan Africa,4.46000003814697,0.339233845472336,0.353409707546234,0.86466920375824,0.408842742443085,0.312650740146637,0.165455713868141,109666481.0,109.666481,17.4931746269078
120,2017,Sri Lanka,Southern Asia,4.44000005722046,1.00985014438629,0.625130832195282,1.25997638702393,0.561213254928589,0.490863561630249,0.0736539661884308,22087522.0,352.2449884379236,31.2875930503827
121,2017,Armenia,Central and Eastern Europe,4.37599992752075,0.900596737861633,0.637524425983429,1.00748372077942,0.198303267359734,0.0834880918264389,0.0266744215041399,2914963.5,102.4087795109612,33.4450038007587
122,2017,India,Southern Asia,4.31500005722046,0.792221248149872,0.455427616834641,0.754372596740723,0.469987004995346,0.231538489460945,0.0922268852591515,1359657400.0,457.3059239402796,25.9608828079003
123,2017,Mauritania,Sub-Saharan Africa,4.29199981689453,0.648457288742065,0.285349279642105,1.2720308303833,0.0960980430245399,0.201870024204254,0.136957004666328,4210599.5,4.085184340739303,16.7106084638285
124,2017,Congo (Brazzaville),Sub-Saharan Africa,4.29099988937378,0.808964252471924,0.28995743393898,0.832044363021851,0.435025870800018,0.120852127671242,0.0796181336045265,5351011.0,15.669139092240115,18.0946071145461
125,2017,Georgia,Central and Eastern Europe,4.28599977493286,0.950612664222717,0.649546980857849,0.57061493396759,0.309410035610199,0.0540088154375553,0.251666635274887,3792859.0,54.58136422506835,36.1335676087639
126,2017,Congo (Kinshasa),Sub-Saharan Africa,4.28000020980835,0.0921023488044739,0.191407024860382,1.22902345657349,0.235961347818375,0.246455833315849,0.0602413564920425,87083398.0,38.41264991949891,15.8925077544511
127,2017,Mali,Sub-Saharan Africa,4.19000005722046,0.476180493831635,0.169365674257278,1.28147339820862,0.306613743305206,0.183354198932648,0.104970246553421,19813010.5,16.23764372761619,14.9107557313935
128,2017,Ivory Coast,Sub-Saharan Africa,4.17999982833862,0.603048920631409,0.0486421696841717,0.904780030250549,0.447706192731857,0.201237469911575,0.130061775445938,26733371.5,84.06720597484276,17.7845582798889
129,2017,Cambodia,Southeastern Asia,4.16800022125244,0.601765096187592,0.429783403873444,1.00623834133148,0.633375823497772,0.385922968387604,0.0681059509515762,16073372.5,88.78599442096832,24.0063767919364
130,2017,Sudan,Sub-Saharan Africa,4.13899993896484,0.65951669216156,0.290920823812485,1.21400856971741,0.0149958552792668,0.182317450642586,0.089847519993782,42714306.5,24.200076582375782,17.238367713183
131,2017,Ghana,Sub-Saharan Africa,4.11999988555908,0.667224824428558,0.295637726783752,0.873664736747742,0.423026293516159,0.256923943758011,0.0253363698720932,30008354.0,131.8816647622396,19.9961647945683
132,2017,Ukraine,Central and Eastern Europe,4.09600019454956,0.89465194940567,0.575903952121735,1.39453756809235,0.122974775731564,0.270061463117599,0.0230294708162546,45436041.5,78.42995494717945,39.8313515569256
133,2017,Uganda,Sub-Saharan Africa,4.08099985122681,0.381430715322495,0.217632606625557,1.12982773780823,0.443185955286026,0.325766056776047,0.057069718837738,40177388.0,201.08098314873857,15.2198597055012
134,2017,Burkina Faso,Sub-Saharan Africa,4.03200006484985,0.3502277135849,0.215844258666039,1.04328000545502,0.324367851018906,0.250864684581757,0.120328105986118,19894407.0,72.71347587719298,16.1861946769068
135,2017,Niger,Sub-Saharan Africa,4.02799987792969,0.161925330758095,0.26850500702858,0.993025004863739,0.36365869641304,0.228673845529556,0.138572946190834,21435446.5,16.92227559801058,14.4983954093787
136,2017,Malawi,Sub-Saharan Africa,3.97000002861023,0.233442038297653,0.315089583396912,0.512568831443787,0.466914653778076,0.287170469760895,0.0727116540074348,18039715.0,190.7914692444369,16.3170943277423
137,2017,Chad,Sub-Saharan Africa,3.93600010871887,0.438012987375259,0.0411347150802612,0.953855872154236,0.16234202682972,0.216113850474358,0.0535818822681904,15622759.0,12.40689247141042,14.7002723955167
138,2017,Zimbabwe,Sub-Saharan Africa,3.875,0.375846534967422,0.196763753890991,1.08309590816498,0.336384207010269,0.189143493771553,0.0953753814101219,14812482.0,38.289988367584336,16.8776259009921
139,2017,Lesotho,Sub-Saharan Africa,3.80800008773804,0.521021246910095,0.0,1.19009518623352,0.390661299228668,0.157497271895409,0.119094640016556,2157110.5,71.05107048748353,20.5577486684636
140,2017,Angola,Sub-Saharan Africa,3.79500007629395,0.858428180217743,0.0498686656355858,1.10441195964813,0.0,0.097926490008831,0.0697203353047371,30234839.0,24.251896205983797,16.2790480829288
141,2017,Afghanistan,Southern Asia,3.79399991035461,0.401477217674255,0.180746778845787,0.581543326377869,0.106179520487785,0.311870932579041,0.0611578300595284,35688934.5,54.96558503363643,15.8682868006474
142,2017,Botswana,Sub-Saharan Africa,3.76600003242493,1.12209415435791,0.341755509376526,1.22155499458313,0.505196332931519,0.0993484482169151,0.0985831990838051,2266747.0,3.999694739999647,21.8141356457428
143,2017,Benin,Sub-Saharan Africa,3.65700006484985,0.431085407733917,0.209930211305618,0.435299843549728,0.425962775945663,0.207948461174965,0.0609290152788162,12039780.0,106.77350124157503,17.1725962731503
144,2017,Madagascar,Sub-Saharan Africa,3.64400005340576,0.305808693170547,0.375223308801651,0.913020372390747,0.189196765422821,0.208732530474663,0.0672319754958153,26788374.5,46.04435325157487,17.8698886377099
145,2017,Haiti,Latin America and Caribbean,3.6029999256134,0.368610262870789,0.277321130037308,0.640449821949005,0.0303698573261499,0.489203780889511,0.0998721495270729,10817754.0,392.38833472378394,22.0008764130232
146,2017,Yemen,Middle East and Northern Africa,3.59299993515015,0.591683447360992,0.310080915689468,0.93538224697113,0.249463722109795,0.104125209152699,0.0567674227058887,33090921.499999996,62.67576093338636,17.8692586213937
147,2017,South Sudan,Sub-Saharan Africa,3.59100008010864,0.39724862575531,0.163486003875732,0.601323127746582,0.147062435746193,0.285670816898346,0.116793513298035,10259153.5,18.18495859301328,16.1375899349342
148,2017,Liberia,Sub-Saharan Africa,3.53299999237061,0.119041793048382,0.229918196797371,0.872117936611176,0.332881182432175,0.26654988527298,0.0389482490718365,4848924.5,50.341824127906975,17.6247861256614
149,2017,Guinea,Sub-Saharan Africa,3.50699996948242,0.244549930095673,0.194129139184952,0.791244685649872,0.348587512969971,0.264815092086792,0.110937617719173,12385659.0,50.40557952140648,17.1543126359256
150,2017,Togo,Sub-Saharan Africa,3.49499988555908,0.305444717407227,0.247105568647385,0.431882530450821,0.38042613863945,0.196896150708199,0.0956650152802467,8057139.5,148.1364129435558,18.2734241007587
151,2017,Rwanda,Sub-Saharan Africa,3.47099995613098,0.368745893239975,0.326424807310104,0.945707023143768,0.581843852996826,0.252756029367447,0.455220013856888,12202060.5,504.0091078066915,18.5062484217887
152,2017,Syrian Arab Republic,Middle East and Northern Africa,3.46199989318848,0.777153134346008,0.50053334236145,0.396102607250214,0.0815394446253777,0.493663728237152,0.151347130537033,19224668.0,104.64682379837788,18.5771391701346
153,2017,"Tanzania, United Republic of",Sub-Saharan Africa,3.34899997711182,0.511135876178741,0.364509284496307,1.04198980331421,0.390017777681351,0.354256361722946,0.0660351067781448,55652890.0,62.82761516951286,16.6731809637334
154,2017,Burundi,Sub-Saharan Africa,2.90499997138977,0.091622568666935,0.151610791683197,0.629793584346771,0.0599007532000542,0.204435184597969,0.0841479450464249,11506762.0,443.42050096339113,14.9750104370724
155,2017,Central African Republic,Sub-Saharan Africa,2.69300007820129,0.0,0.0187726859003305,0.0,0.270842045545578,0.280876487493515,0.0565650761127472,4793510.5,7.694485376737616,14.3686164644186
1,2018,Finland,Western Europe,7.632,1.305,0.874,1.592,0.681,0.202,0.393,5515736.5,18.241136123871037,41.7648840362964
2,2018,Norway,Western Europe,7.594,1.456,0.861,1.582,0.686,0.286,0.34,5311752.5,17.459890015974967,38.5904812073103
3,2018,Denmark,Western Europe,7.555,1.351,0.868,1.59,0.683,0.284,0.408,5793824.5,136.66614379393312,40.8608290121528
4,2018,Iceland,Western Europe,7.495,1.343,0.914,1.644,0.677,0.353,0.138,352854.0,3.519986432967888,35.3662066876516
5,2018,Switzerland,Western Europe,7.487,1.42,0.927,1.549,0.66,0.256,0.357,8516344.5,212.9512027405481,41.4802071094012
6,2018,Netherlands,Western Europe,7.441,1.361,0.878,1.488,0.638,0.333,0.295,17421279.5,517.3971518517419,41.4649140458671
7,2018,Canada,North America,7.328,1.33,0.896,1.532,0.653,0.321,0.291,37295005.0,4.1012785276351575,39.7690436792983
8,2018,New Zealand,Australia and New Zealand,7.324,1.268,0.876,1.601,0.669,0.365,0.389,4900847.0,18.500534157786056,36.1993727024467
9,2018,Sweden,Western Europe,7.314,1.355,0.913,1.501,0.659,0.285,0.383,10175404.5,24.980125939019,39.5937844688979
10,2018,Australia,Australia and New Zealand,7.272,1.34,0.91,1.573,0.647,0.361,0.302,25119705.5,3.2698157452846153,36.3517105489611
11,2018,United Kingdom,Western Europe,7.19,1.244,0.888,1.433,0.464,0.262,0.082,66752475.00000001,274.9946444976333,38.9548972842017
12,2018,Austria,Western Europe,7.139,1.341,0.891,1.504,0.617,0.242,0.224,8841650.5,107.14684496903745,42.2737889027906
13,2018,Costa Rica,Latin America and Caribbean,7.072,1.01,0.817,1.459,0.632,0.143,0.101,4957818.0,97.0978848413631,31.5362768452015
14,2018,Ireland,Western Europe,6.977,1.448,0.876,1.583,0.614,0.307,0.306,4872555.5,71.27057644770137,36.5001828909297
15,2018,Germany,Western Europe,6.965,1.34,0.861,1.474,0.586,0.273,0.28,83368505.5,239.17978396832683,44.927757846411
16,2018,Belgium,Western Europe,6.927,1.324,0.894,1.483,0.583,0.188,0.24,11428605.0,377.4557434440848,40.6629786757672
17,2018,Luxembourg,Western Europe,6.91,1.576,0.896,1.52,0.632,0.196,0.321,608101.0,234.78803088803087,38.4578495527654
18,2018,United States,North America,6.886,1.398,0.819,1.471,0.547,0.291,0.133,335056497.5,36.627831769515765,36.8178199058327
19,2018,Israel,Middle East and Northern Africa,6.814,1.301,0.883,1.559,0.533,0.354,0.272,8510066.5,393.2017973478723,28.8897631016305
20,2018,United Arab Emirates,Middle East and Northern Africa,6.774,2.096,0.67,0.776,0.284,0.186,0.3400497818517685,9346870.0,131.6015712998423,30.8310945141753
21,2018,Czechia,Central and Eastern Europe,6.711,1.233,0.854,1.489,0.543,0.064,0.034,10548937.0,136.63895185420256,41.5746643598593
22,2018,Malta,Western Europe,6.627,1.27,0.884,1.525,0.645,0.376,0.142,484557.5,1538.2777777777778,39.1954389013085
23,2018,France,Western Europe,6.489,1.293,0.908,1.466,0.52,0.098,0.176,65519542.5,118.82828992709204,40.8846099535087
24,2018,Mexico,Latin America and Caribbean,6.488,1.038,0.761,1.252,0.479,0.069,0.095,124573711.0,63.582410700432,27.2656166711496
25,2018,Chile,Latin America and Caribbean,6.476,1.131,0.808,1.331,0.431,0.197,0.061,18893191.0,25.092091947184024,34.0788577737657
26,2018,"Taiwan, Province of China",Eastern Asia,6.441,1.365,0.857,1.436,0.418,0.151,0.078,23659305.0,668.1532053092346,40.5740121157189
27,2018,Panama,Latin America and Caribbean,6.43,1.112,0.759,1.438,0.597,0.125,0.063,4167860.5,56.188043463607315,28.0677015684865
