happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption,total_pop,pop_density,age_pop
23,2016,United Kingdom,Western Europe,6.725,1.40283,0.80991,1.08672,0.50036,0.50156,0.27399,65893357.99999999,271.4554113231798,38.8156116518919
24,2016,Chile,Latin America and Caribbean,6.705,1.2167,0.81883,0.90587,0.37789,0.31595,0.11451,18267221.5,24.260740363953175,33.6203216372201
25,2016,Panama,Latin America and Caribbean,6.701,1.18306,0.70835,0.98912,0.48927,0.2418,0.08423,4029086.5,54.3171940089246,27.5305115614012
26,2016,Argentina,Latin America and Caribbean,6.65,1.15137,0.69711,1.06612,0.42284,0.10989,0.07296,43900313.5,15.724678076230116,30.0509735669142
27,2016,Czechia,Central and Eastern Europe,6.596,1.30915,0.76376,1.00793,0.41418,0.09929,0.03986,10531948.0,136.41889563877052,40.7711320058615
28,2016,United Arab Emirates,Middle East and Northern Africa,6.573,1.57352,0.72993,0.87114,0.56215,0.26591,0.35561,9030873.0,127.15241326875424,30.8167562350227
29,2016,Uruguay,Latin America and Caribbean,6.545,1.18157,0.72183,1.03143,0.54388,0.18056,0.21394,3379283.0,19.511322432388734,34.1733507432231
30,2016,Malta,Western Europe,6.488,1.30782,0.80315,1.09879,0.54994,0.56237,0.17554,455269.0,1445.298412698413,39.5504143065035
31,2016,Colombia,Latin America and Caribbean,6.481,1.03032,0.59659,1.02169,0.44735,0.15626,0.05399,47437512.0,42.21594803535148,28.9849130532374
32,2016,France,Western Europe,6.478,1.39488,0.83795,1.00508,0.46562,0.1216,0.17808,65086855.5,118.04355526134428,40.5204446667359
33,2016,Thailand,Southeastern Asia,6.474,1.0893,0.64915,1.04477,0.49553,0.58696,0.02833,70859841.5,138.69882264283896,36.2511092208727
34,2016,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,0.59267,0.84829,0.37904,0.15457,0.30008,30717808.5,14.289413124683094,27.6336974928219
34,2016,"Taiwan, Province of China",Eastern Asia,6.379,1.39729,0.79565,0.92624,0.32377,0.25495,0.0663,23586142.5,666.0870516803163,39.4850400447872
36,2016,Qatar,Middle East and Northern Africa,6.375,1.82427,0.71723,0.87964,0.56679,0.32388,0.48049,2599372.0,224.35456585534263,30.2829875353488
37,2016,Spain,Western Europe,6.361,1.34253,0.87896,1.12945,0.37545,0.17665,0.06137,46732771.0,93.02756820887262,42.0473516412572
38,2016,Algeria,Middle East and Northern Africa,6.355,1.05266,0.61804,0.83309,0.21006,0.07044,0.16157,40850721.0,17.151629061106586,26.8107673949373
39,2016,Guatemala,Latin America and Caribbean,6.324,0.83454,0.54039,0.87119,0.50379,0.28808,0.08701,16268760.0,151.81746920492722,20.2886739534186
40,2016,Suriname,Latin America and Caribbean,6.269,1.09686,0.50933,0.77866,0.52234,0.16665,0.12692,587757.0,3.767673076923077,26.6956828456538
41,2016,Kuwait,Middle East and Northern Africa,6.239,1.61714,0.63569,0.87758,0.43166,0.15965,0.23669,4003971.0,224.71495117297115,33.743157769422
42,2016,Bahrain,Middle East and Northern Africa,6.218,1.44024,0.65696,0.94397,0.47375,0.17147,0.25772,1429604.0,1825.8033205619413,30.1499604326107
43,2016,Trinidad and Tobago,Latin America and Caribbean,6.168,1.32572,0.52608,0.98569,0.48453,0.31935,0.01241,1437026.0,280.12202729044833,33.4359126577233
44,2016,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,6.084,1.13367,0.61904,1.03302,0.19847,0.0425,0.08304,30765720.5,33.57072219282117,26.659819088669
45,2016,Slovakia,Central and Eastern Europe,6.078,1.27973,0.70367,1.08268,0.23391,0.13837,0.02947,5427259.0,110.68584422735708,38.6035092001622
46,2016,El Salvador,Latin America and Caribbean,6.068,0.8737,0.596,0.80975,0.37269,0.08877,0.10613,6200799.5,299.2663851351351,24.1593292230851
47,2016,Malaysia,Southeastern Asia,6.005,1.25142,0.62366,0.88025,0.39031,0.41474,0.09081,31789685.5,96.75752701263126,27.1351066858283
48,2016,Nicaragua,Latin America and Caribbean,5.992,0.69384,0.65213,0.89521,0.46582,0.29773,0.16292,6232665.5,51.792134784776465,22.9899318324938
49,2016,Uzbekistan,Central and Eastern Europe,5.987,0.73591,0.50163,1.1681,0.60848,0.34326,0.28333,31284568.0,73.54153267512929,25.5391065524976
50,2016,Italy,Western Europe,5.977,1.35495,0.85102,1.04167,0.18827,0.16684,0.02556,60478107.5,204.3351887828364,44.7930679207525
51,2016,Ecuador,Latin America and Caribbean,5.976,0.97306,0.68613,0.85974,0.4027,0.10074,0.18037,16505138.5,66.45650869705267,25.7212056138992
52,2016,Belize,Latin America and Caribbean,5.956,0.87616,0.45569,0.68655,0.51231,0.23684,0.10771,364705.0,15.98882069267865,23.1393552858024
53,2016,Japan,Eastern Asia,5.921,1.38007,0.91491,1.06054,0.46761,0.10224,0.18985,127159951.0,337.45183693183026,46.1950510483581
54,2016,Kazakhstan,Central and Eastern Europe,5.919,1.22943,0.57386,0.95544,0.4052,0.15011,0.11132,18363599.5,6.802088935807682,28.463048329271
55,2016,"Moldova, Republic of",Central and Eastern Europe,5.897,0.69177,0.52309,0.83132,0.25202,0.19997,0.01903,3237794.0,98.46706404719907,35.4110017447715
56,2016,Russia,Central and Eastern Europe,5.856,1.23228,0.58991,1.05261,0.32682,0.02736,0.03586,145778677.0,8.902152016159098,37.7968965083077
57,2016,Poland,Central and Eastern Europe,5.835,1.24585,0.69058,1.04685,0.4519,0.14443,0.055,38263265.0,124.96412405207155,38.6748877447203
57,2016,"Korea, Republic of",Eastern Asia,5.835,1.35948,0.88645,0.72194,0.25168,0.18824,0.07716,51297839.0,518.458496305954,40.47772999209
59,2016,"Bolivia, Plurinational State of",Latin America and Caribbean,5.822,0.79422,0.4697,0.83779,0.50961,0.21698,0.07746,11180019.5,10.320364129135408,23.0116186254635
60,2016,Lithuania,Central and Eastern Europe,5.813,1.2692,0.64674,1.06411,0.18929,0.02025,0.0182,2869109.5,45.81705019083055,42.2557698824298
61,2016,Belarus,Central and Eastern Europe,5.802,1.13062,0.63104,1.04993,0.29091,0.13942,0.17457,9499063.5,46.81417130747622,38.6536994165322
62,2016,North Cyprus,Western Europe,5.771,1.31141,0.84142,0.81826,0.43596,0.26322,0.16578,1237112.5,133.8866341991342,34.9380585238322
63,2016,Slovenia,Central and Eastern Europe,5.768,1.29947,0.79151,1.05613,0.53164,0.25738,0.03635,2061373.0,102.36234978647332,42.2564367999229
64,2016,Peru,Latin America and Caribbean,5.743,0.99602,0.62994,0.81255,0.37502,0.14527,0.05292,30866493.5,24.11282796624602,27.3332026665313
65,2016,Turkmenistan,Central and Eastern Europe,5.658,1.08017,0.44006,1.03817,0.37408,0.22567,0.28467,6360041.0,13.53401783244313,24.4644158982884
66,2016,Mauritius,Sub-Saharan Africa,5.648,1.14372,0.66189,0.75695,0.46145,0.36951,0.05203,1291803.5,636.3564039408867,34.4448451539395
67,2016,Libya,Middle East and Northern Africa,5.615,1.06688,0.52304,0.95076,0.40672,0.17087,0.10339,6632125.5,3.9566480212958135,25.5784112301709
68,2016,Latvia,Central and Eastern Europe,5.56,1.21788,0.63952,0.95025,0.27996,0.17445,0.0889,1959863.0,31.49537981904961,42.0437115212949
69,2016,Cyprus,Western Europe,5.546,1.31857,0.8488,0.70697,0.29507,0.27906,0.05228,1237112.5,133.8866341991342,34.9380585238322
70,2016,Paraguay,Latin America and Caribbean,5.538,0.89373,0.58295,1.11111,0.46235,0.25296,0.07396,6249126.0,15.450426862284065,24.2414638804122
71,2016,Romania,Central and Eastern Europe,5.528,1.1697,0.67602,0.72803,0.36712,0.12889,0.00679,19777050.5,85.95877231871208,40.6185505013482
72,2016,Estonia,Central and Eastern Europe,5.517,1.27964,0.68098,1.05163,0.41511,0.08423,0.18519,1315849.0,30.273064004049143,40.6913539432587
73,2016,Jamaica,Latin America and Caribbean,5.51,0.89333,0.59469,0.96372,0.43597,0.22245,0.04294,2809915.0,259.45660203139425,28.2714764938267
74,2016,Croatia,Central and Eastern Europe,5.488,1.18649,0.70524,0.60809,0.23907,0.18434,0.04002,4136443.500000001,74.00249570631173,42.7091610395005
75,2016,Hong Kong,Eastern Asia,5.458,1.5107,0.95277,0.87021,0.48079,0.40097,0.31647,7408009.5,6740.6819836214745,42.1712434904817
76,2016,Somalia,Sub-Saharan Africa,5.44,0.0,0.11466,0.33613,0.56778,0.27225,0.3118,14348740.0,22.872349921892436,15.0365551437659
77,2016,Kosovo,Central and Eastern Europe,5.401,0.90145,0.54,0.66062,0.14396,0.27992,0.06547,1761763.5,161.55557083906464,27.7426864862475
78,2016,Turkey,Middle East and Northern Africa,5.389,1.16492,0.64718,0.87717,0.23889,0.04707,0.12348,81652088.5,106.09623715573204,29.8752573323996
79,2016,Indonesia,Southeastern Asia,5.314,0.95104,0.49374,0.87625,0.39237,0.56521,0.00322,264627418.0,138.4808860183858,28.1034581325065
80,2016,Jordan,Middle East and Northern Africa,5.303,0.99673,0.60712,0.86216,0.36023,0.14262,0.13297,10006366.5,112.69192175146968,21.8282428535569
81,2016,Azerbaijan,Central and Eastern Europe,5.291,1.12373,0.54504,0.76042,0.35327,0.0564,0.17914,9868428.0,119.3886617145346,29.8728908424326
82,2016,Philippines,Southeastern Asia,5.279,0.81217,0.47036,0.87877,0.54854,0.21674,0.11757,106735719.0,355.78573,22.5829226075142
83,2016,China,Eastern Asia,5.245,1.0278,0.73561,0.79381,0.44012,0.04959,0.02745,1404052632.0,146.2554825,35.9852705182425
84,2016,Bhutan,Southern Asia,5.196,0.8527,0.49759,0.90836,0.46074,0.48546,0.1616,747866.0,19.478720633432307,25.3762647683745
85,2016,Kyrgyzstan,Central and Eastern Europe,5.185,0.56044,0.55449,0.95434,0.40212,0.38432,0.04762,6108461.5,31.8480787278415,24.1078703801644
86,2016,Serbia,Central and Eastern Europe,5.177,1.03437,0.6458,0.81329,0.15718,0.20737,0.04339,7126083.0,92.86492650125103,42.4815358312762
87,2016,Bosnia and Herzegovina,Central and Eastern Europe,5.163,0.93383,0.70766,0.64367,0.09511,0.29889,0.0,3473003.0,67.83606461316093,41.7231669011358
88,2016,Montenegro,Central and Eastern Europe,5.161,1.07838,0.63533,0.74173,0.15111,0.17191,0.12721,624248.5,45.19609759629308,37.1676932667422
89,2016,Dominican Republic,Latin America and Caribbean,5.155,1.02787,0.57669,0.99496,0.52259,0.21286,0.12372,10551429.5,218.4063567303513,25.4477461362579
90,2016,Morocco,Middle East and Northern Africa,5.151,0.84058,0.59471,0.38595,0.25646,0.04053,0.08404,35023457.5,78.47514564194488,26.7844015386966
91,2016,Hungary,Central and Eastern Europe,5.145,1.24142,0.67608,0.93164,0.1977,0.099,0.04472,9810532.0,108.3677454987297,41.0608608036819
92,2016,Pakistan,Southern Asia,5.132,0.68816,0.40306,0.26135,0.14622,0.31185,0.1388,220138868.5,285.5682706776671,19.3116062106895
93,2016,Lebanon,Middle East and Northern Africa,5.129,1.12268,0.76171,0.64184,0.26228,0.23693,0.03061,6323059.5,618.0898826979472,28.4378191885363
94,2016,Portugal,Western Europe,5.123,1.27607,0.79363,0.94367,0.44727,0.11691,0.01521,10346372.0,112.478904169158,43.2839081513065
95,2016,Macedonia,Central and Eastern Europe,5.121,1.0193,0.64738,0.78236,0.27668,0.23507,0.07047,1961259.5,78.72434070565568,37.3317298385063
96,2016,Viet Nam,Southeastern Asia,5.061,0.74037,0.66157,0.79117,0.55954,0.25075,0.11556,94000116.5,299.9279424011435,29.5173648653318
97,2016,Somaliland Region,Sub-Saharan Africa,5.057,0.25558,0.33108,0.75862,0.3913,0.51479,0.36794,14348740.0,22.872349921892436,15.0365551437659
98,2016,Tunisia,Middle East and Northern Africa,5.045,0.97724,0.59577,0.43165,0.23553,0.03936,0.0817,11528673.5,74.17276909219585,29.7273405954488
99,2016,Greece,Western Europe,5.033,1.24886,0.80029,0.75473,0.05822,0.0,0.04127,10775504.0,82.36893441369821,43.0771363629634
100,2016,Tajikistan,Central and Eastern Europe,4.996,0.48835,0.53119,0.75602,0.43408,0.25998,0.13509,8865631.0,61.95409503843466,20.8476085963752
101,2016,Mongolia,Eastern Asia,4.907,0.98853,0.55469,1.08983,0.35972,0.34539,0.03285,3040812.0,1.95241614396765,25.9068031274906
102,2016,Lao People's Democratic Republic,Southeastern Asia,4.876,0.68042,0.38291,0.5497,0.52168,0.43079,0.22423,6908802.5,29.93415294627383,22.2495783327535
103,2016,Nigeria,Sub-Saharan Africa,4.875,0.75216,0.05108,0.64498,0.27854,0.23219,0.0305,195443700.0,214.59171909483183,16.7138924958719
104,2016,Honduras,Latin America and Caribbean,4.871,0.69429,0.58383,0.75596,0.26755,0.2044,0.06906,9412380.0,86.29352549645195,21.2399809216501
105,2016,"Iran, Islamic Republic of",Middle East and Northern Africa,4.813,1.11758,0.64232,0.38857,0.22544,0.38538,0.0557,83812228.0,51.45800644666155,29.2365366359867
106,2016,Zambia,Sub-Saharan Africa,4.795,0.61202,0.23573,0.6376,0.42662,0.17866,0.11479,16914423.0,22.753094607137573,16.2626885990335
107,2016,Nepal,Southern Asia,4.793,0.44626,0.50073,0.69699,0.37012,0.3816,0.07008,27955462.0,189.93933999633103,21.5148951477503
108,2016,Palestinian Territories,Middle East and Northern Africa,4.754,0.67024,0.56844,0.71629,0.17744,0.11154,0.10613,4632739.0,769.5579734219269,18.7879194988661
109,2016,Albania,Central and Eastern Europe,4.655,0.9553,0.73007,0.50163,0.31866,0.1684,0.05301,2897866.5,105.76927147967004,33.593737856253
110,2016,Bangladesh,Southern Asia,4.643,0.54177,0.52989,0.24749,0.39778,0.19132,0.12583,160811932.5,1235.3993431666283,23.7742264450105
111,2016,Sierra Leone,Sub-Saharan Africa,4.635,0.36485,0.0,0.628,0.30685,0.23897,0.08196,7205328.5,100.43669500975746,17.8305369098282
112,2016,Iraq,Middle East and Northern Africa,4.575,1.07474,0.51076,0.59205,0.24856,0.19589,0.13636,38469627.0,88.61355867393948,18.6802717139827
113,2016,Namibia,Sub-Saharan Africa,4.574,0.93287,0.34745,0.70362,0.48614,0.07795,0.10398,2439213.0,2.9627628174762233,20.5233939240288
114,2016,Cameroon,Sub-Saharan Africa,4.513,0.52497,0.12698,0.62542,0.42736,0.2268,0.06126,23454161.5,50.32541894646497,17.2489637208485
115,2016,Ethiopia,Sub-Saharan Africa,4.508,0.29283,0.34578,0.37932,0.36703,0.29522,0.1717,106718162.0,106.718162,17.2541215301749
116,2016,South Africa,Sub-Saharan Africa,4.459,1.02416,0.18611,0.96053,0.42483,0.13656,0.08415,57259551.0,46.90280247671019,25.6935622413755
117,2016,Sri Lanka,Southern Asia,4.415,0.97318,0.62007,0.84783,0.50817,0.46978,0.07964,21910772.5,349.42624192648117,31.0147751994465
118,2016,India,Southern Asia,4.404,0.74036,0.45091,0.29247,0.40285,0.25028,0.08722,1343944296.0,452.02099294024265,25.613151815292
119,2016,Myanmar,Southeastern Asia,4.395,0.34112,0.3988,0.69981,0.42692,0.81971,0.20243,51495696.0,78.825171057264,27.6313519280085
120,2016,Egypt,Middle East and Northern Africa,4.362,0.95395,0.52116,0.49813,0.18847,0.12706,0.10393,101644589.0,102.10918579536892,22.9587313216081
121,2016,Armenia,Central and Eastern Europe,4.36,0.86086,0.64083,0.62477,0.14037,0.07793,0.03616,2918792.5,102.54330030916245,33.0669361884418
122,2016,Kenya,Sub-Saharan Africa,4.356,0.52267,0.30147,0.7624,0.40576,0.41328,0.06686,48139687.0,82.89541231006599,17.8500836093933
123,2016,Ukraine,Central and Eastern Europe,4.324,0.87287,0.58628,1.01413,0.12859,0.20363,0.01829,45616832.0,78.74202858523786,39.5164928172881
124,2016,Ghana,Sub-Saharan Africa,4.276,0.63107,0.29681,0.49353,0.40973,0.21203,0.0326,29356741.5,129.0179375054935,19.879449472604
125,2016,Congo (Kinshasa),Sub-Saharan Africa,4.272,0.05661,0.188,0.80676,0.15602,0.25458,0.06075,83956415.0,37.033331862993755,15.8418219912526
126,2016,Georgia,Central and Eastern Europe,4.252,0.83792,0.64035,0.19249,0.32461,0.06786,0.3188,3792057.0,54.569822996114546,36.0892764476079
127,2016,Congo (Brazzaville),Sub-Saharan Africa,4.236,0.77109,0.28212,0.47799,0.37938,0.12077,0.09753,5222536.0,15.292931185944363,18.1444670724731
128,2016,Senegal,Sub-Saharan Africa,4.219,0.44314,0.40457,0.77416,0.31056,0.19103,0.11681,15034520.5,78.08923544382694,17.6422325152898
129,2016,Bulgaria,Central and Eastern Europe,4.217,1.11306,0.67806,0.92542,0.21219,0.12793,0.00615,7127434.0,65.7536624967711,42.7532849131521
130,2016,Mauritania,Sub-Saharan Africa,4.201,0.61391,0.28639,0.84142,0.1268,0.22686,0.17955,4086656.5,3.9649330552052,16.7002570484931
131,2016,Zimbabwe,Sub-Saharan Africa,4.193,0.35041,0.1595,0.71478,0.25429,0.18503,0.08582,14600294.0,37.74148636422386,16.7720390555199
132,2016,Malawi,Sub-Saharan Africa,4.156,0.08709,0.29364,0.147,0.4143,0.30968,0.07564,17557739.0,185.6939990692952,16.1386425634752
133,2016,Sudan,Sub-Saharan Africa,4.139,0.63069,0.29759,0.81928,0.0,0.18077,0.10039,41259892.0,23.37606830115699,16.977692744957
134,2016,Gabon,Sub-Saharan Africa,4.121,1.15851,0.3494,0.72368,0.28098,0.06244,0.09314,2100306.0,8.151146815694492,21.3312512762301
135,2016,Mali,Sub-Saharan Africa,4.073,0.31292,0.16347,0.86333,0.27544,0.21064,0.13647,19191289.5,15.72811570329211,14.8846120091472
136,2016,Haiti,Latin America and Caribbean,4.028,0.34097,0.27494,0.29561,0.12072,0.47958,0.14476,10671457.0,387.0817584968624,21.7506980267285
137,2016,Botswana,Sub-Saharan Africa,3.974,1.09426,0.34752,0.89186,0.44089,0.12425,0.10769,2234775.5,3.943280750974891,21.7189114708903
138,2016,Comoros,Sub-Saharan Africa,3.956,0.27509,0.29981,0.60323,0.15412,0.1827,0.18437,741741.0,398.57119828049434,18.8610946950634
139,2016,Ivory Coast,Sub-Saharan Africa,3.916,0.55507,0.04476,0.57576,0.40663,0.20338,0.1553,25989404.5,81.72768710691824,17.842347335729
140,2016,Cambodia,Southeastern Asia,3.907,0.55604,0.42494,0.5375,0.58852,0.40339,0.08092,15852803.0,87.56761399729334,23.5950661631381
141,2016,Angola,Sub-Saharan Africa,3.866,0.84731,0.04991,0.66366,0.00589,0.12071,0.08434,29183070.0,23.408253790005613,16.2789861591425
142,2016,Niger,Sub-Saharan Africa,3.856,0.1327,0.26162,0.6053,0.38041,0.2097,0.17176,20685753.5,16.330428278203204,14.4169379752513
143,2016,South Sudan,Sub-Saharan Africa,3.832,0.39394,0.15781,0.18519,0.19662,0.25899,0.13015,10830102.0,19.196998702486542,16.9624419439277
144,2016,Chad,Sub-Saharan Africa,3.763,0.42214,0.03824,0.63178,0.12807,0.18667,0.04952,15114655.0,12.0033791296061,14.6473520683833
145,2016,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.21297,0.63054,0.3337,0.24353,0.12533,19334855.5,70.66833150584796,16.0964592021076
145,2016,Uganda,Sub-Saharan Africa,3.739,0.34719,0.19625,0.90981,0.43653,0.27102,0.06442,38799152.0,194.18314673660083,14.9702735231886
147,2016,Yemen,Middle East and Northern Africa,3.724,0.57939,0.31048,0.47493,0.2287,0.09821,0.05892,32109010.0,60.81597439248442,17.7734213612541
148,2016,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.37109,0.46115,0.13684,0.2204,0.07506,26099952.0,44.861079933653606,17.6693476699749
149,2016,"Tanzania, United Republic of",Sub-Saharan Africa,3.666,0.47155,0.357,0.77623,0.3176,0.31472,0.05099,53824013.0,60.762960838922425,16.5481623156395
150,2016,Liberia,Sub-Saharan Africa,3.622,0.10706,0.23165,0.50353,0.25748,0.24063,0.04852,4755608.0,49.37300664451827,17.5944437810452
151,2016,Guinea,Sub-Saharan Africa,3.607,0.22415,0.18829,0.3109,0.30953,0.29914,0.1192,12073030.0,49.13328178414456,17.0221084599274
152,2016,Rwanda,Sub-Saharan Africa,3.515,0.32846,0.31865,0.61586,0.5432,0.23552,0.50521,11919183.0,492.32478314745975,18.3877891878414
153,2016,Benin,Sub-Saharan Africa,3.484,0.39499,0.21028,0.10419,0.39747,0.2018,0.06681,11697841.5,103.74105622561191,17.1096177296206
154,2016,Afghanistan,Southern Asia,3.36,0.38227,0.17344,0.11037,0.1643,0.31268,0.07112,34700612.0,53.44344027993396,15.680542950693
155,2016,Togo,Sub-Saharan Africa,3.303,0.28123,0.24811,0.0,0.34678,0.17517,0.11587,7858289.0,144.48040080897223,18.2257304589297
156,2016,Syrian Arab Republic,Middle East and Northern Africa,3.069,0.74719,0.62994,0.14866,0.06912,0.48397,0.17233,19193833.5,104.47898045833108,18.3575455817701
157,2016,Burundi,Sub-Saharan Africa,2.905,0.06831,0.15747,0.23442,0.0432,0.2029,0.09419,11239451.0,433.1194990366089,15.1230859910022
1,2017,Norway,Western Europe,7.53700017929077,1.61646318435669,0.796666502952576,1.53352355957031,0.635422587394714,0.36201223731041,0.315963834524155,5276802.5,17.345008316185993,38.4092762397262
2,2017,Denmark,Western Europe,7.52199983596802,1.48238301277161,0.792565524578094,1.55112159252167,0.626006722450256,0.355280488729477,0.40077006816864,5765168.0,135.99018729065435,40.7240616726529
3,2017,Iceland,Western Europe,7.50400018692017,1.480633020401,0.833552122116089,1.6105740070343,0.627162635326385,0.475540220737457,0.153526559472084,343531.5,3.4269874205680195,35.3061439796745
4,2017,Switzerland,Western Europe,7.49399995803833,1.56497955322266,0.858131289482117,1.51691174507141,0.620070576667786,0.290549278259277,0.367007285356522,8453628.0,211.38297659531904,41.3842126986486
5,2017,Finland,Western Europe,7.4689998626709,1.44357192516327,0.80915766954422,1.5402467250824,0.617950856685638,0.24548277258873,0.38261154294014,5508396.0,18.216860297838146,41.591969654415
6,2017,Netherlands,Western Europe,7.3769998550415,1.50394463539124,0.810696125030518,1.42893922328949,0.585384488105774,0.470489829778671,0.282661825418472,17315370.0,514.2517299753497,41.4134611386503
7,2017,Canada,North America,7.31599998474121,1.47920441627502,0.83455765247345,1.48134899139404,0.611100912094116,0.435539722442627,0.287371516227722,36808496.5,4.0477778815148,39.7702684170451
8,2017,New Zealand,Australia and New Zealand,7.31400012969971,1.40570604801178,0.816759705543518,1.54819512367249,0.614062130451202,0.500005125999451,0.382816702127457,4812751.5,18.16797658010668,36.1812555833534
9,2017,Sweden,Western Europe,7.28399991989136,1.49438726902008,0.830875158309937,1.47816216945648,0.612924098968506,0.385399252176285,0.384398728609085,10057861.5,24.691563558697897,39.7159777376753
10,2017,Australia,Australia and New Zealand,7.28399991989136,1.484414935112,0.84388679265976,1.51004195213318,0.601607382297516,0.477699249982834,0.301183730363846,24731038.5,3.219223214401937,36.2682490182939
11,2017,Israel,Middle East and Northern Africa,7.21299982070923,1.37538242340088,0.83840399980545,1.37628996372223,0.405988603830338,0.330082654953003,0.0852421000599861,8361796.5,386.3510834911981,28.8573700990815
12,2017,Costa Rica,Latin America and Caribbean,7.0789999961853,1.10970628261566,0.759509265422821,1.41640365123749,0.580131649971008,0.214613229036331,0.100106589496136,4913177.0,96.22359968664315,31.0707740876842
13,2017,Austria,Western Europe,7.00600004196167,1.48709726333618,0.815328419208527,1.4599449634552,0.567766189575195,0.316472321748734,0.221060365438461,8798777.5,106.62729189641172,42.1147014848718
14,2017,United States,North America,6.99300003051758,1.54625928401947,0.77428662776947,1.41992056369781,0.505740523338318,0.392578780651093,0.135638788342476,332204659.5,36.31607347419152,36.64973273458
15,2017,Ireland,Western Europe,6.97700023651123,1.53570663928986,0.80978262424469,1.55823111534119,0.573110342025757,0.42785832285881,0.29838815331459,4810260.5,70.35939122676145,36.1300199250485
16,2017,Germany,Western Europe,6.95100021362305,1.48792338371277,0.798950731754303,1.47252035140991,0.562511384487152,0.336269170045853,0.276731938123703,83104007.0,238.4209519164563,44.8888316122982
17,2017,Belgium,Western Europe,6.89099979400635,1.46378076076508,0.818091869354248,1.46231269836426,0.539770722389221,0.231503337621689,0.251343131065369,11376580.5,375.73751568795825,40.5860201495273
18,2017,Luxembourg,Western Europe,6.86299991607666,1.74194359779358,0.845089495182037,1.45758366584778,0.59662789106369,0.283180981874466,0.31883442401886,596495.5,230.30714285714285,38.4174834867384
19,2017,United Kingdom,Western Europe,6.71400022506714,1.44163393974304,0.805335938930511,1.49646008014679,0.508190035820007,0.492774158716202,0.265428066253662,66354471.00000001,273.3550203715071,38.866100388869
20,2017,Chile,Latin America and Caribbean,6.65199995040894,1.25278460979462,0.819479703903198,1.28402495384216,0.376895278692245,0.326662421226501,0.0822879821062088,18558867.5,24.648076110891235,33.8620898173456
21,2017,United Arab Emirates,Middle East and Northern Africa,6.64799976348877,1.62634336948395,0.726798236370087,1.26641023159027,0.60834527015686,0.3609419465065,0.324489563703537,9234327.0,130.01699425546295,30.8336889637063
22,2017,Brazil,Latin America and Caribbean,6.63500022888184,1.10735321044922,0.616552352905273,1.43130600452423,0.437453746795654,0.16234989464283,0.111092761158943,204703445.0,24.49150708171914,31.3669873746466
23,2017,Czechia,Central and Eastern Europe,6.60900020599365,1.35268235206604,0.754444003105164,1.43388521671295,0.490946173667908,0.0881067588925362,0.0368729270994663,10541341.5,136.5405683716954,41.1807929708445
24,2017,Argentina,Latin America and Caribbean,6.59899997711182,1.18529546260834,0.695137083530426,1.44045114517212,0.494519203901291,0.109457060694695,0.059739887714386,44288894.0,15.863863944895964,30.2575754366885
25,2017,Mexico,Latin America and Caribbean,6.57800006866455,1.15318381786346,0.709978997707367,1.210862159729,0.412730008363724,0.120990432798862,0.132774114608765,123400057.5,62.98337806137865,26.9180826692538
26,2017,Singapore,Southeastern Asia,6.57200002670288,1.69227766990662,0.949492394924164,1.35381436347961,0.549840569496155,0.345965981483459,0.46430778503418,5604078.5,8205.092972181552,33.7745117296323
27,2017,Malta,Western Europe,6.52699995040894,1.34327983856201,0.821944236755371,1.48841166496277,0.588767051696777,0.574730575084686,0.153066068887711,467902.5,1485.404761904762,39.4704393575051
28,2017,Uruguay,Latin America and Caribbean,6.4539999961853,1.21755969524384,0.719216823577881,1.41222786903381,0.57939225435257,0.175096929073334,0.178061872720718,3388437.5,19.564178733919952,34.3308032229016
29,2017,Guatemala,Latin America and Caribbean,6.4539999961853,0.872001945972443,0.540239989757538,1.25558519363403,0.531310617923737,0.283488392829895,0.0772232785820961,16567357.0,154.60392870474058,20.589590063402
30,2017,Panama,Latin America and Caribbean,6.4520001411438,1.23374843597412,0.706156134605408,1.37319254875183,0.550026834011078,0.21055693924427,0.070983923971653,4098707.000000001,55.25576661229223,27.7946165950125
31,2017,France,Western Europe,6.44199991226196,1.43092346191406,0.844465851783752,1.38777685165405,0.470222115516663,0.129762306809425,0.172502428293228,65284776.0,118.40251006565344,40.7099523443826
32,2017,Thailand,Southeastern Asia,6.42399978637695,1.12786877155304,0.647239029407501,1.42579245567322,0.580200731754303,0.572123110294342,0.0316127352416515,71160187.0,139.2867094677915,36.723153221203
33,2017,"Taiwan, Province of China",Eastern Asia,6.42199993133545,1.43362653255463,0.793984234333038,1.38456535339355,0.361466586589813,0.258360475301743,0.0638292357325554,23632948.0,667.4088675515391,40.0161945895818
34,2017,Spain,Western Europe,6.40299987792969,1.38439786434174,0.888960599899292,1.53209090232849,0.408781230449677,0.190133571624756,0.0709140971302986,46868595.5,93.29794427833758,42.4388561412516
35,2017,Qatar,Middle East and Northern Africa,6.375,1.87076568603516,0.710098087787628,1.27429687976837,0.604130983352661,0.330473870038986,0.439299255609512,2706709.5,233.6189798032108,30.4729153931426
