year_country_id,country_id,year_id,total_pop,pop_density,age_pop
400,80,3,9968509.5,120.59945195867309,30.0671474189926
401,98,3,10666843.0,220.79532611620544,25.7623057984384
402,102,3,10753533.5,82.20098990979973,43.393019891368
403,103,3,6160128.0,602.1630498533724,28.4142900871633
404,88,3,10330844.0,112.31009403707128,43.7347063579094
405,96,3,3428682.5,66.97037912377678,42.244548285594
406,105,3,9588136.5,87.90487650585841,21.5750061023631
407,93,3,1940878.5,77.90625376309558,37.8324095459665
408,161,3,14916629.5,23.777583925781872,15.0908854817692
409,75,3,95176977.0,303.68297336706985,29.8189993786334
410,78,3,200254578.5,219.8739292027625,16.801225866251
411,106,3,9085946.0,63.493682739343114,20.9975433799672
412,79,3,754334.5,19.647197478772725,25.879614763085
413,77,3,6220149.5,32.43039363920751,24.223907421803
414,121,3,28011258.0,190.318437841841,21.794498191814
415,100,3,3104364.0,1.9932210180543848,26.0944280750719
416,113,3,57635162.0,47.210475314401144,26.0588928655131
417,107,3,11650498.5,74.95656243968345,30.0626915140858
418,108,3,4742742.5,787.8309800664451,18.9380822385349
419,135,3,103696057.5,104.17003114169472,23.0483048720457
420,134,3,7075635.5,65.27579892246946,43.0095323007045
421,123,3,7379299.0,102.86170894898244,18.0103435592755
422,133,3,24128601.0,51.7725587383328,17.2838419736876
423,110,3,85026754.0,52.20368626247122,29.7361864555113
424,95,3,2898242.5,105.78299510913206,33.9122376395787
425,109,3,162186146.5,1245.9564146884843,24.0227328054171
426,163,3,2506853.0,3.044920987744294,20.6122865976802
427,125,3,49197765.5,84.71739867889958,18.0561750338388
428,94,3,28166393.5,35.8177897454157,15.9489894345637
429,129,3,51894938.0,79.43629628495768,27.900584162573
430,142,3,15475001.5,80.37709188178465,17.7831500679019
431,85,3,17441319.5,23.461869947134076,16.4261261662067
432,112,3,39337353.5,90.6123389875797,18.8848828130078
433,143,3,2156900.0,8.370784336554507,21.405793081173
434,122,3,109666481.0,109.666481,17.4931746269078
435,132,3,22087522.0,352.2449884379236,31.2875930503827
436,127,3,2914963.5,102.4087795109612,33.4450038007587
437,117,3,1359657400.0,457.3059239402796,25.9608828079003
438,124,3,4210599.5,4.085184340739303,16.7106084638285
439,139,3,5351011.0,15.669139092240115,18.0946071145461
440,130,3,3792859.0,54.58136422506835,36.1335676087639
441,120,3,87083398.0,38.41264991949891,15.8925077544511
442,138,3,19813010.5,16.23764372761619,14.9107557313935
443,151,3,26733371.5,84.06720597484276,17.7845582798889
444,145,3,16073372.5,88.78599442096832,24.0063767919364
445,118,3,42714306.5,24.200076582375782,17.238367713183
446,114,3,30008354.0,131.8816647622396,19.9961647945683
447,111,3,45436041.5,78.42995494717945,39.8313515569256
448,141,3,40177388.0,201.08098314873857,15.2198597055012
449,152,3,19894407.0,72.71347587719298,16.1861946769068
450,144,3,21435446.5,16.92227559801058,14.4983954093787
451,131,3,18039715.0,190.7914692444369,16.3170943277423
452,149,3,15622759.0,12.40689247141042,14.7002723955167
453,115,3,14812482.0,38.289988367584336,16.8776259009921
454,97,3,2157110.5,71.05107048748353,20.5577486684636
455,137,3,30234839.0,24.251896205983797,16.2790480829288
456,153,3,35688934.5,54.96558503363643,15.8682868006474
457,128,3,2266747.0,3.999694739999647,21.8141356457428
458,155,3,12039780.0,106.77350124157503,17.1725962731503
459,147,3,26788374.5,46.04435325157487,17.8698886377099
460,119,3,10817754.0,392.38833472378394,22.0008764130232
461,136,3,33090921.499999996,62.67576093338636,17.8692586213937
462,164,3,10259153.5,18.18495859301328,16.1375899349342
463,116,3,4848924.5,50.341824127906975,17.6247861256614
464,150,3,12385659.0,50.40557952140648,17.1543126359256
465,158,3,8057139.5,148.1364129435558,18.2734241007587
466,154,3,12202060.5,504.0091078066915,18.5062484217887
467,156,3,19224668.0,104.64682379837788,18.5771391701346
468,146,3,55652890.0,62.82761516951286,16.6731809637334
469,157,3,11506762.0,443.42050096339113,14.9750104370724
470,148,3,4793510.5,7.694485376737616,14.3686164644186
471,6,4,5515736.5,18.241136123871037,41.7648840362964
472,4,4,5311752.5,17.459890015974967,38.5904812073103
473,3,4,5793824.5,136.66614379393312,40.8608290121528
474,2,4,352854.0,3.519986432967888,35.3662066876516
475,1,4,8516344.5,212.9512027405481,41.4802071094012
476,7,4,17421279.5,517.3971518517419,41.4649140458671
477,5,4,37295005.0,4.1012785276351575,39.7690436792983
478,9,4,4900847.0,18.500534157786056,36.1993727024467
479,8,4,10175404.5,24.980125939019,39.5937844688979
480,10,4,25119705.5,3.2698157452846153,36.3517105489611
481,21,4,66752475.00000001,274.9946444976333,38.9548972842017
482,13,4,8841650.5,107.14684496903745,42.2737889027906
483,12,4,4957818.0,97.0978848413631,31.5362768452015
484,18,4,4872555.5,71.27057644770137,36.5001828909297
485,26,4,83368505.5,239.17978396832683,44.927757846411
486,19,4,11428605.0,377.4557434440848,40.6629786757672
487,17,4,608101.0,234.78803088803087,38.4578495527654
488,15,4,335056497.5,36.627831769515765,36.8178199058327
489,11,4,8510066.5,393.2017973478723,28.8897631016305
490,20,4,9346870.0,131.6015712998423,30.8310945141753
491,31,4,10548937.0,136.63895185420256,41.5746643598593
492,37,4,484557.5,1538.2777777777778,39.1954389013085
493,29,4,65519542.5,118.82828992709204,40.8846099535087
494,14,4,124573711.0,63.582410700432,27.2656166711496
495,27,4,18893191.0,25.092091947184024,34.0788577737657
496,38,4,23659305.0,668.1532053092346,40.5740121157189
497,25,4,4167860.5,56.188043463607315,28.0677015684865
498,16,4,206107260.5,24.6594649646931,31.8128873305284
499,30,4,44654881.5,15.994957214137065,30.4912478033279
500,43,4,16845685.0,157.20124113475177,20.8958725203058
501,32,4,3394534.0,19.599378738538995,34.5294466299751
502,28,4,2761142.0,238.31710685309855,30.7866593996805
503,35,4,30365120.5,14.1253485386265,28.3197265474373
504,24,4,5634369.5,8249.44289897511,33.9989164624612
505,61,4,32910966.999999996,100.17034545731242,27.8084312075911
506,36,4,47092821.0,93.744293864486,42.7985377287991
507,33,4,49024465.5,43.62822164891113,29.7268829999024
508,41,4,1470518.5,286.65077972709554,34.28138235113
509,45,4,5443232.0,111.01160442966982,39.4016421150659
510,42,4,6219807.5,300.18375965250965,24.8960037914659
511,57,4,6400080.0,53.18331394382583,23.6460159239096
512,60,4,38241070.5,124.8916389609202,39.3887656726762
513,49,4,1497625.5,1912.676245210728,30.7314833084064
514,44,4,32373490.5,76.10129407616361,26.1028634321
515,39,4,4323387.5,242.64157032214615,35.4247680850576
516,34,4,71376078.5,139.7092886922821,37.2133024345509
517,50,4,60277498.5,203.65739842892137,45.5711357395021
518,48,4,17049546.5,68.64852029312289,26.4676408083516
519,160,4,380226.5,16.669289785181938,23.9012559515242
